#,NAME,Gl(deg),Gb(deg),P0(s),P1,F0(Hz),DM(cm^-3pc),BINARY (type),Binary Period (days),Semi-major axis,BINCOMP,DIST(kpc),DIST_DM(kpc),AGE(Yr),EDOT(ergs/),PMTOT(mas/yr)
1879,J1844-0310,29.343,0.036,0.525049,1.02e-14,1.904584,836.10,*,*,*,*,8.88,8.88,8.13e+05,2.79e+33,*
1880,B1841-04,28.096,-0.548,0.991027,3.91e-15,1.009055,123.16,*,*,*,*,2.78,2.78,4.01e+06,1.59e+32,*
1881,J1844-0452,27.752,-0.576,0.269443,6.80e-16,3.711356,626.00,*,*,*,*,8.06,8.06,6.28e+06,1.37e+33,*
1882,J1844-0502,27.670,-0.769,0.335163,6.18e-17,2.983627,318.00,*,*,*,*,5.20,5.20,8.60e+07,6.48e+31,*
1883,B1841-05,27.073,-0.941,0.255699,9.71e-15,3.910844,412.80,*,*,*,*,6.18,6.18,4.17e+05,2.29e+34,*
1884,B1842+14,45.557,8.149,0.375463,1.87e-15,2.663376,41.50,*,*,*,*,2.61,2.61,3.18e+06,1.40e+33,45.891
1885,J1845-0316,29.390,-0.255,0.207636,8.86e-15,4.816127,500.00,*,*,*,*,6.53,6.53,3.71e+05,3.91e+34,*
1886,B1842-04,28.193,-0.785,0.486751,1.13e-14,2.054439,230.80,*,*,*,*,4.61,4.61,6.81e+05,3.88e+33,*
1887,J1845-0545,27.150,-1.337,1.092348,1.34e-14,0.915459,315.90,*,*,*,*,5.39,5.39,1.29e+06,4.07e+32,*
1888,J1845+0623,37.923,4.308,1.421654,5.46e-16,0.703406,113.00,*,*,*,*,3.53,3.53,4.13e+07,7.50e+30,*
1889,J1845-0635,26.348,-1.603,0.340528,4.49e-15,2.936619,414.00,*,*,*,*,7.56,7.56,1.20e+06,4.49e+33,*
1890,J1845-0743,25.429,-2.304,0.104695,3.67e-16,9.551596,281.00,*,*,*,*,5.85,5.85,4.52e+06,1.26e+34,*
1891,J1845-0826,24.693,-2.441,0.634354,9.35e-15,1.576406,228.20,*,*,*,*,4.87,4.87,1.07e+06,1.45e+33,*
1892,J1845-1114,22.276,-3.855,0.206220,2.01e-15,4.849191,206.70,*,*,*,*,5.82,5.82,1.63e+06,9.03e+33,*
1893,J1845-1351,19.860,-4.918,2.618918,9.72e-15,0.381837,197.40,*,*,*,*,7.10,7.10,4.27e+06,2.14e+31,*
1894,J1846+0051,33.162,1.440,0.434373,1.12e-14,2.302170,140.00,*,*,*,*,3.20,3.20,6.13e+05,5.41e+33,*
1895,J1846-0257,29.707,-0.198,4.476723,1.61e-13,0.223378,237.00,*,*,*,*,4.69,4.69,4.42e+05,7.07e+31,*
1896,J1846-0258,29.712,-0.240,0.326571,7.11e-12,3.062119,*,*,*,*,*,5.80,*,7.28e+02,8.06e+36,*
1897,J1846-0749,25.386,-2.431,0.350110,1.26e-15,2.856249,388.30,*,*,*,*,10.10,10.10,4.40e+06,1.16e+33,*
1898,J1846-07492,25.366,-2.386,0.861380,5.19e-15,1.160928,192.00,*,*,*,*,4.47,4.47,2.63e+06,3.20e+32,*
1899,J1846+0919,40.693,5.342,0.225551,9.93e-15,4.433578,*,*,*,*,*,*,*,3.60e+05,3.41e+34,*
1900,J1846-7403,320.674,-25.650,4.878839,6.06e-15,0.204967,97.00,*,*,*,*,4.07,4.07,1.28e+07,2.06e+30,*
1901,J1847-0130,31.147,0.167,6.707046,1.27e-12,0.149097,667.00,*,*,*,*,7.64,7.64,8.33e+04,1.67e+32,*
1902,B1844-04,28.876,-0.939,0.597769,5.17e-14,1.672887,141.98,*,*,*,*,3.12,3.12,1.83e+05,9.56e+33,*
1903,J1847-0427,28.487,-1.120,0.259247,5.90e-18,3.857331,188.30,*,*,*,*,4.17,4.17,6.96e+08,1.34e+31,*
1904,J1847-0438,28.371,-1.268,0.957991,1.09e-14,1.043851,229.00,*,*,*,*,4.72,4.72,1.39e+06,4.91e+32,*
1905,J1847-0443,28.318,-1.361,0.340832,2.83e-17,2.933996,454.90,*,*,*,*,7.57,7.57,1.91e+08,2.83e+31,*
1906,J1847-0605,27.048,-1.867,0.778164,4.65e-15,1.285076,207.90,*,*,*,*,4.59,4.59,2.65e+06,3.89e+32,*
1907,J1848-0023,32.267,0.447,0.537624,1.61e-15,1.860037,30.60,*,*,*,*,1.55,1.55,5.29e+06,4.09e+32,*
1908,J1848-0055,31.798,0.171,0.274557,1.35e-15,3.642235,1166.00,*,*,*,*,15.15,15.15,3.22e+06,2.57e+33,*
1909,B1845-01,31.339,0.039,0.659432,5.25e-15,1.516456,159.53,*,*,*,*,4.40,3.41,1.99e+06,7.23e+32,*
1910,J1848+0351,36.058,2.366,0.191443,6.73e-17,5.223496,336.60,*,*,*,*,10.53,10.53,4.51e+07,3.79e+32,*
1911,J1848-0511,27.945,-1.659,1.637129,8.86e-15,0.610825,418.00,*,*,*,*,7.78,7.78,2.93e+06,7.97e+31,*
1912,J1848-0601,27.221,-2.054,0.225004,2.87e-16,4.444356,496.60,*,*,*,*,12.13,12.13,1.24e+07,9.95e+32,*
1913,J1848+0604,38.062,3.328,2.218603,3.74e-15,0.450734,242.70,*,*,*,*,8.78,8.78,9.41e+06,1.35e+31,*
1914,J1848+0647,38.701,3.646,0.505957,8.75e-15,1.976454,27.90,*,*,*,*,1.44,1.44,9.16e+05,2.67e+33,*
1915,J1848+0826,40.154,4.437,0.328665,2.72e-16,3.042614,90.77,*,*,*,*,3.37,3.37,1.91e+07,3.03e+32,*
1916,J1848-1150,22.009,-4.658,1.312218,1.43e-15,0.762068,163.40,*,*,*,*,4.77,4.77,1.45e+07,2.51e+31,*
1917,J1848-12,21.142,-5.049,6.795300,*,0.147161,88.00,*,*,*,*,2.43,2.43,*,*,*
1918,J1848+12,44.072,6.454,0.754730,*,1.324977,139.00,*,*,*,*,7.47,7.47,*,*,*
1919,J1848-1414,19.903,-5.835,0.297770,1.41e-17,3.358302,134.47,*,*,*,*,4.39,4.39,3.35e+08,2.11e+31,*
1920,B1845-19,14.772,-8.254,4.308190,2.33e-14,0.232116,18.23,*,*,*,*,0.95,0.95,2.93e+06,1.15e+31,*
1921,J1849-0001,32.638,0.527,0.038519,1.42e-14,25.961252,*,*,*,*,*,*,*,4.29e+04,9.83e+36,*
1922,J1849-0040,32.075,0.198,0.672481,1.11e-14,1.487032,1234.90,*,*,*,*,20.86,20.86,9.56e+05,1.45e+33,*
1923,J1849+0127,34.034,1.043,0.542155,2.80e-14,1.844489,207.30,*,*,*,*,4.54,4.54,3.07e+05,6.93e+33,*
1924,J1849-0317,29.834,-1.173,0.668408,2.20e-14,1.496093,42.90,*,*,*,*,1.90,1.90,4.81e+05,2.91e+33,*
1925,J1849+0409,36.367,2.425,0.761194,2.16e-14,1.313725,56.10,*,*,*,*,2.41,2.41,5.59e+05,1.93e+33,*
1926,J1849-0614,27.182,-2.469,0.953384,5.39e-14,1.048895,119.60,*,*,*,*,2.84,2.84,2.80e+05,2.46e+33,*
1927,B1846-06,26.773,-2.497,1.451319,4.62e-14,0.689028,148.17,*,*,*,*,3.68,3.68,4.97e+05,5.97e+32,*
1928,J1849+2423,54.731,11.240,0.275641,1.53e-16,3.627901,62.24,*,*,*,*,4.02,4.02,2.86e+07,2.88e+32,*
1929,J1850-0006,32.764,0.093,2.191498,4.32e-15,0.456309,570.00,*,*,*,*,7.21,7.21,8.04e+06,1.62e+31,*
1930,J1850-0026,32.407,0.066,0.166634,3.91e-14,6.001179,947.00,*,*,*,*,10.69,10.69,6.75e+04,3.34e+35,*
1931,J1850+0026,33.246,0.353,1.081844,3.59e-16,0.924348,201.40,*,*,*,*,4.27,4.27,4.77e+07,1.12e+31,*
1932,J1850-0031,32.369,-0.041,0.734185,1.26e-15,1.362055,895.00,*,*,*,*,9.98,9.98,9.21e+06,1.26e+32,*
1933,J1850+0124,34.025,0.959,0.003560,1.09e-20,280.917517,118.89,ELL1,84.9499,34.0010,He[csl+12],2.97,2.97,5.18e+09,9.54e+33,*
1934,J1850+0242,35.265,1.403,0.004480,1.63e-19,223.221060,540.07,ELL1,0.7354,0.4524,UL[skl+15],13.10,13.10,4.37e+08,7.14e+34,*
1935,J1850+0423,36.718,2.231,0.290716,9.14e-17,3.439781,265.80,*,*,*,*,7.38,7.38,5.04e+07,1.47e+32,*
1936,B1848+13,44.990,6.339,0.345582,1.49e-15,2.893670,60.15,*,*,*,*,3.14,3.14,3.67e+06,1.43e+33,16.125
1937,J1850+15,46.688,7.292,1.383965,*,0.722562,24.70,*,*,*,*,1.30,1.30,*,*,*
1938,J1851-0029,32.542,-0.335,0.518721,4.74e-15,1.927817,510.00,*,*,*,*,6.86,6.86,1.73e+06,1.34e+33,*
1939,J1851-0053,32.100,-0.318,1.409065,8.74e-16,0.709690,24.00,*,*,*,*,1.24,1.24,2.56e+07,1.23e+31,*
1940,J1851-0114,31.812,-0.527,0.953182,2.48e-15,1.049118,427.20,*,*,*,*,6.28,6.28,6.08e+06,1.13e+32,*
1941,J1851+0118,34.153,0.504,0.906977,1.37e-13,1.102564,418.00,*,*,*,*,6.75,6.75,1.05e+05,7.23e+33,*
1942,J1851+0232,35.137,1.252,0.344020,*,2.906808,605.40,*,*,*,*,14.80,14.80,*,*,*
1943,J1851-0241,30.515,-1.186,0.435194,7.96e-15,2.297827,515.00,*,*,*,*,7.62,7.62,8.66e+05,3.81e+33,*
1944,B1848+04,36.720,2.046,0.284697,1.09e-15,3.512500,115.54,*,*,*,*,3.17,3.17,4.14e+06,1.86e+33,*
1945,B1848+12,44.513,5.932,1.205303,1.15e-14,0.829667,70.61,*,*,*,*,3.50,3.50,1.66e+06,2.60e+32,*
1946,J1852+0008,33.198,-0.222,0.467894,5.68e-15,2.137236,254.90,*,*,*,*,5.10,5.10,1.31e+06,2.19e+33,*
1947,J1852+0013,33.282,-0.174,0.957751,1.40e-14,1.044113,545.00,*,*,*,*,7.22,7.22,1.08e+06,6.31e+32,*
1948,B1849+00,33.523,0.017,2.180195,9.70e-14,0.458675,787.00,*,*,*,*,8.00,10.02,3.56e+05,3.69e+32,*
1949,J1852+0033,33.579,-0.044,11.558713,0.00e+00,0.086515,*,*,*,*,*,*,*,*,*,*
1950,J1852+0040,33.667,0.038,0.104913,8.68e-18,9.531743,*,*,*,*,*,10.00,*,1.92e+08,2.97e+32,*
1951,J1852-0118,31.868,-0.783,0.451473,1.76e-15,2.214973,286.00,*,*,*,*,5.40,5.40,4.07e+06,7.54e+32,*
1952,J1852-0127,31.706,-0.802,0.428979,5.15e-15,2.331117,431.00,*,*,*,*,6.43,6.43,1.32e+06,2.57e+33,*
1953,J1852+0305,35.804,1.160,1.326149,1.02e-16,0.754063,320.00,*,*,*,*,6.73,6.73,2.06e+08,1.73e+30,*
1954,J1852-0635,27.225,-3.340,0.524151,1.46e-14,1.907848,171.00,*,*,*,*,4.60,4.60,5.67e+05,4.01e+33,*
1955,J1852-2610,9.458,-11.918,0.336337,8.77e-17,2.973207,56.81,*,*,*,*,2.26,2.26,6.08e+07,9.10e+31,*
1956,J1853-0004,33.086,-0.467,0.101436,5.57e-15,9.858458,438.20,*,*,*,*,6.58,6.58,2.88e+05,2.11e+35,*
1957,J1853+0011,33.337,-0.371,0.397882,3.35e-14,2.513309,568.80,*,*,*,*,7.48,7.48,1.88e+05,2.10e+34,*
1958,J1853+0056,34.017,-0.036,0.275578,2.14e-14,3.628742,180.90,*,*,*,*,3.82,3.82,2.04e+05,4.03e+34,*
1959,J1853+03,35.780,1.020,0.585530,*,1.707854,290.20,*,*,*,*,6.11,6.11,*,*,*
1960,J1853+0505,37.650,1.956,0.905137,1.28e-15,1.104805,279.00,*,*,*,*,7.54,7.54,1.12e+07,6.82e+31,*
1961,J1853+0545,38.354,2.064,0.126400,6.12e-16,7.911372,198.70,*,*,*,*,4.77,4.77,3.27e+06,1.20e+34,*
1962,J1853-0649,27.077,-3.545,1.048132,1.55e-15,0.954078,44.54,*,*,*,*,1.89,1.89,1.07e+07,5.31e+31,*
1963,J1853+0853,41.071,3.615,3.914658,5.13e-15,0.255450,214.00,*,*,*,*,7.54,7.54,1.21e+07,3.38e+30,*
1964,J1853+1303,44.875,5.367,0.004092,8.72e-21,244.391378,30.57,BT,115.6538,40.7695,He[gsf+11],1.60,1.60,7.44e+09,5.02e+33,3.356
1965,J1854+00,33.224,-0.570,0.767330,*,1.303220,532.90,*,*,*,*,7.31,7.31,*,*,*
1966,J1854+0306,35.992,0.834,4.557820,1.45e-13,0.219403,192.40,*,*,*,*,4.11,4.11,4.98e+05,6.05e+31,*
1967,J1854+0317,36.209,0.824,1.366450,1.85e-15,0.731824,404.00,*,*,*,*,7.95,7.95,1.17e+07,2.86e+31,*
1968,B1852+10,42.887,4.223,0.573197,6.39e-16,1.744601,207.20,*,*,*,*,8.27,8.27,1.42e+07,1.34e+32,*
1969,B1851-14,20.456,-7.209,1.146595,4.16e-15,0.872148,130.40,*,*,*,*,5.23,5.23,4.37e+06,1.09e+32,*
1970,J1854-1557,19.024,-7.947,3.453200,4.52e-15,0.289586,160.00,*,*,*,*,11.75,11.75,1.21e+07,4.33e+30,*
1971,J1855+0205,35.281,0.007,0.246817,6.47e-17,4.051589,867.30,*,*,*,*,16.48,16.48,6.05e+07,1.70e+32,*
1972,J1855+0307,36.167,0.533,0.845348,1.81e-14,1.182945,402.50,*,*,*,*,7.45,7.45,7.40e+05,1.18e+33,*
1973,J1855+0422,37.314,1.052,1.678106,9.29e-16,0.595910,438.00,*,*,*,*,9.85,9.85,2.86e+07,7.76e+30,*
1974,J1855+0527,38.227,1.642,1.393484,2.67e-13,0.717626,362.00,*,*,*,*,9.70,9.70,8.26e+04,3.90e+33,*
1975,J1855+0700,39.613,2.337,0.258685,7.52e-16,3.865711,244.00,*,*,*,*,6.84,6.84,5.45e+06,1.71e+33,*
1976,J1855-0941,24.722,-5.241,0.345401,2.40e-16,2.895184,151.99,*,*,*,*,4.87,4.87,2.28e+07,2.30e+32,*
1977,J1856+0102,34.428,-0.648,0.620217,1.22e-15,1.612339,554.00,*,*,*,*,8.61,8.61,8.04e+06,2.02e+32,*
1978,B1853+01,34.560,-0.497,0.267440,2.08e-13,3.739162,96.74,*,*,*,*,3.30,2.78,2.03e+04,4.30e+35,*
1979,J1856+0245,36.008,0.057,0.080907,6.21e-14,12.359917,623.50,*,*,*,*,10.29,10.29,2.06e+04,4.63e+36,*
1980,J1856+0404,37.128,0.745,0.420252,3.71e-17,2.379524,341.30,*,*,*,*,6.98,6.98,1.80e+08,1.97e+31,*
1981,J1856-0526,28.636,-3.575,0.370483,1.70e-15,2.699176,130.50,*,*,*,*,3.45,3.45,3.46e+06,1.32e+33,*
1982,J1856-3754,358.606,-17.212,7.055203,2.98e-14,0.141739,*,*,*,*,*,0.16,*,3.76e+06,3.35e+30,332.317
1983,B1854+00,34.417,-0.805,0.356929,5.46e-17,2.801678,82.39,*,*,*,*,2.63,2.63,1.04e+08,4.74e+31,*
1984,J1857+0143,35.168,-0.571,0.139760,3.12e-14,7.155120,249.00,*,*,*,*,5.18,5.18,7.10e+04,4.51e+35,*
1985,J1857+0210,35.586,-0.393,0.630983,1.40e-14,1.584829,783.00,*,*,*,*,15.01,15.01,7.12e+05,2.21e+33,*
1986,B1855+02,35.617,-0.390,0.415823,4.03e-14,2.404869,506.77,*,*,*,*,8.00,8.63,1.64e+05,2.21e+34,*
1987,J1857+0526,38.438,1.187,0.349951,6.93e-15,2.857541,466.40,*,*,*,*,11.44,11.44,8.00e+05,6.38e+33,*
1988,J1857+0809,40.839,2.446,0.502924,4.74e-15,1.988373,282.00,*,*,*,*,8.72,8.72,1.68e+06,1.47e+33,*
1989,B1855+09,42.290,3.060,0.005362,1.78e-20,186.494078,13.30,ELL1,12.3272,9.2308,He[ktr94],0.70,0.70,4.76e+09,4.57e+33,6.060
1990,J1857-1027,24.275,-6.063,3.687219,1.05e-14,0.271207,108.90,*,*,*,*,3.64,3.64,5.54e+06,8.31e+30,*
1991,J1858+02,35.460,-0.547,0.197650,*,5.059449,492.10,*,*,*,*,8.51,8.51,*,*,*
1992,J1858+0215,35.725,-0.493,0.745828,4.61e-15,1.340792,702.00,*,*,*,*,12.46,12.46,2.56e+06,4.39e+32,*
1993,J1858+0241,36.180,-0.430,4.693233,2.43e-14,0.213073,336.00,*,*,*,*,6.46,6.46,3.06e+06,9.29e+30,*
1994,J1858+0346,37.083,0.182,0.256844,2.04e-15,3.893417,386.00,*,*,*,*,7.28,7.28,1.99e+06,4.75e+33,*
1995,J1858-0736,26.964,-5.079,0.551059,5.06e-15,1.814689,194.00,*,*,*,*,7.20,7.20,1.73e+06,1.19e+33,*
1996,J1858-2216,13.566,-11.324,0.002380,*,420.168067,26.60,BT,46.1000,*,He[rap+12],1.35,1.35,*,*,*
1997,J1859+00,34.401,-1.587,0.559634,*,1.786882,420.00,*,*,*,*,8.91,8.91,*,*,*
1998,J1859+0601,39.245,0.903,1.044313,2.55e-14,0.957568,276.00,*,*,*,*,5.98,5.98,6.49e+05,8.84e+32,*
1999,J1859+1526,47.637,5.181,0.933972,3.93e-15,1.070696,97.45,*,*,*,*,4.76,4.76,3.77e+06,1.90e+32,*
2000,J1859+76,108.341,25.942,1.393617,*,0.717557,47.00,*,*,*,*,4.02,4.02,*,*,*
2001,J1900-0051,33.238,-2.467,0.385194,1.42e-16,2.596094,136.80,*,*,*,*,3.30,3.30,4.29e+07,9.82e+31,*
2002,J1900+0227,36.170,-0.925,0.374262,5.71e-15,2.671928,201.10,*,*,*,*,4.32,4.32,1.04e+06,4.30e+33,*
2003,J1900+0308,36.798,-0.658,0.004909,5.90e-21,203.697558,249.90,ELL1,12.4760,6.7164,He[csl+12],5.27,5.27,1.32e+10,1.97e+33,*
2004,J1900+0634,39.808,0.995,0.389869,5.13e-15,2.564963,323.40,*,*,*,*,7.31,7.31,1.21e+06,3.41e+33,*
2005,J1900-09,25.467,-6.240,1.424000,*,0.702247,150.00,*,*,*,*,5.76,5.76,*,*,*
2006,B1857-26,10.342,-13.451,0.612209,2.05e-16,1.633429,37.99,*,*,*,*,0.70,1.71,4.74e+07,3.52e+31,51.316
2007,J1900+30,61.757,11.802,0.602227,*,1.660503,65.00,*,*,*,*,4.56,4.56,*,*,*
2008,B1851-79,314.322,-27.065,1.279193,1.86e-15,0.781743,39.00,*,*,*,*,3.87,3.87,1.09e+07,3.51e+31,*
2009,J1901+00,34.469,-2.048,0.777662,*,1.285906,345.50,*,*,*,*,8.15,8.15,*,*,*
2010,J1901+0124,35.381,-1.677,0.318817,3.24e-15,3.136593,314.40,*,*,*,*,7.20,7.20,1.56e+06,3.95e+33,*
2011,B1859+01,35.818,-1.367,0.288219,2.36e-15,3.469582,105.39,*,*,*,*,2.96,2.96,1.94e+06,3.89e+33,*
2012,J1901+0235,36.321,-0.947,0.885240,*,1.129637,403.00,*,*,*,*,8.33,8.33,*,*,*
2013,J1901+0254,36.643,-0.855,1.299693,4.56e-16,0.769412,185.00,*,*,*,*,3.95,3.95,4.52e+07,8.20e+30,*
2014,J1901+0300,36.811,-0.974,0.007797,4.57e-20,128.258137,253.89,ELL1,2.3992,1.8426,He,5.50,5.50,2.70e+09,3.81e+33,*
2015,J1901-0312,31.192,-3.646,0.355725,2.29e-15,2.811159,106.40,*,*,*,*,2.89,2.89,2.46e+06,2.01e+33,*
2016,J1901-0315,31.152,-3.669,0.801693,2.57e-15,1.247360,242.60,*,*,*,*,6.95,6.95,4.94e+06,1.97e+32,*
2017,J1901+0320,36.999,-0.613,0.636584,5.23e-16,1.570883,393.00,*,*,*,*,7.74,7.74,1.93e+07,8.00e+31,*
2018,B1859+03,37.213,-0.637,0.655450,7.46e-15,1.525669,402.08,*,*,*,*,7.00,8.05,1.39e+06,1.05e+33,*
2019,J1901+0355,37.580,-0.444,0.554756,1.27e-14,1.802593,547.00,*,*,*,*,10.18,10.18,6.90e+05,2.95e+33,*
2020,J1901+0413,37.806,-0.232,2.663080,1.32e-13,0.375505,352.00,*,*,*,*,6.91,6.91,3.21e+05,2.75e+32,*
2021,J1901+0435,38.167,-0.148,0.690576,8.67e-15,1.448066,1042.60,*,*,*,*,30.00,30.00,1.26e+06,1.04e+33,*
2022,J1901+0459,38.456,0.151,0.877060,*,1.140173,1103.60,*,*,*,*,30.00,30.00,*,*,*
2023,J1901+0510,38.737,0.025,0.614757,3.11e-14,1.626660,429.00,*,*,*,*,8.47,8.47,3.13e+05,5.28e+33,*
2024,J1901+0621,39.687,0.756,0.832002,1.80e-17,1.201920,94.00,*,*,*,*,3.11,3.11,7.32e+08,1.23e+30,*
2025,B1859+07,40.569,1.056,0.643999,2.29e-15,1.552798,252.81,*,*,*,*,3.40,5.49,4.46e+06,3.38e+32,*
2026,J1901-0906,25.979,-6.441,1.781928,1.64e-15,0.561190,72.68,*,*,*,*,2.42,2.42,1.72e+07,1.14e+31,*
2027,J1901+1306,45.786,3.683,1.830857,1.31e-16,0.546192,75.03,*,*,*,*,3.53,3.53,2.21e+08,8.43e+29,*
2028,J1901-1740,18.138,-10.071,1.956858,8.23e-16,0.511023,24.40,*,*,*,*,1.27,1.27,3.77e+07,4.34e+30,*
2029,J1902+02,35.917,-1.436,0.415320,*,2.407782,281.20,*,*,*,*,6.37,6.37,*,*,*
2030,J1902+0248,36.738,-1.249,1.223777,2.41e-15,0.817142,272.00,*,*,*,*,6.09,6.09,8.06e+06,5.18e+31,*
2031,J1902-0340,30.958,-4.209,1.524672,2.00e-15,0.655879,114.00,*,*,*,*,3.13,3.13,1.21e+07,2.23e+31,*
2032,B1900+05,39.501,0.210,0.746577,1.29e-14,1.339446,177.49,*,*,*,*,3.60,3.91,9.19e+05,1.22e+33,*
2033,B1900+06,39.814,0.336,0.673503,7.71e-15,1.484774,502.90,*,*,*,*,7.00,9.63,1.38e+06,9.97e+32,8.062
2034,J1902+0723,40.742,0.984,0.487813,2.10e-16,2.049967,105.00,*,*,*,*,3.33,3.33,3.68e+07,7.14e+31,*
2035,J1902-10,24.622,-7.226,0.786800,*,1.270971,91.00,*,*,*,*,3.15,3.15,*,*,*
2036,J1902-5105,345.650,-22.379,0.001742,9.20e-21,573.921045,36.25,ELL1,2.0118,1.9020,He[kcj+12],2.10,2.10,3.00e+09,6.87e+34,6.512
2037,J1902-70,325.327,-26.264,0.003600,*,277.777778,19.50,*,*,*,*,1.12,1.12,*,*,*
2038,B1900+01,35.727,-1.955,0.729304,4.03e-15,1.371171,245.17,*,*,*,*,3.30,6.10,2.87e+06,4.10e+32,*
2039,J1903-0258,31.659,-4.038,0.301459,6.79e-16,3.317203,113.00,*,*,*,*,3.10,3.10,7.03e+06,9.79e+32,*
2040,J1903+0327,37.336,-1.014,0.002150,1.88e-20,465.135238,297.52,DD,95.1741,105.5935,MS[fbw+11],6.45,6.45,1.81e+09,7.48e+34,5.602
2041,J1903+0415,38.032,-0.628,1.151390,*,0.868515,473.50,*,*,*,*,9.65,9.65,*,*,*
2042,J1903+0601,39.650,0.109,0.374117,1.92e-14,2.672960,388.00,*,*,*,*,7.84,7.84,3.09e+05,1.45e+34,*
2043,B1900-06,28.479,-5.679,0.431887,3.40e-15,2.315420,195.61,*,*,*,*,8.77,8.77,2.01e+06,1.67e+33,*
2044,J1903-0848,26.382,-6.601,0.887325,1.33e-15,1.126983,66.99,*,*,*,*,2.32,2.32,1.06e+07,7.52e+31,*
2045,J1903+0925,42.743,1.543,0.357155,3.69e-14,2.799906,162.00,*,*,*,*,4.17,4.17,1.53e+05,3.20e+34,*
2046,J1903+2225,54.363,7.427,0.651185,4.45e-16,1.535661,109.20,*,*,*,*,7.86,7.86,2.32e+07,6.36e+31,*
2047,J1903-7051,324.391,-26.508,0.003598,1.04e-20,277.940062,19.66,ELL1,11.0508,9.9389,He[kcj+12],1.13,1.13,5.46e+09,8.84e+33,18.260
2048,J1904+0004,34.450,-2.811,0.139525,1.18e-16,7.167193,233.61,*,*,*,*,6.43,6.43,1.87e+07,1.72e+33,*
2049,J1904-0150,32.828,-3.841,0.379387,8.90e-16,2.635830,162.20,*,*,*,*,4.93,4.93,6.76e+06,6.43e+32,*
2050,J1904+0412,38.163,-0.988,0.071095,1.10e-19,14.065707,185.90,BT,14.9343,9.6348,He[clm+01],4.01,4.01,1.02e+10,1.21e+31,*
2051,J1904+0451,38.806,-0.787,0.006092,5.72e-21,164.139791,182.71,*,*,*,*,3.96,3.96,1.69e+10,9.98e+32,*
2052,J1904+0738,41.180,0.680,0.208958,4.11e-16,4.785643,278.32,*,*,*,*,5.86,5.86,8.06e+06,1.78e+33,*
2053,J1904+0800,41.498,0.863,0.263345,1.73e-14,3.797304,438.80,*,*,*,*,9.20,9.20,2.41e+05,3.74e+34,*
2054,B1901+10,43.433,1.865,1.856570,2.76e-16,0.538628,135.00,*,*,*,*,4.03,4.03,1.07e+08,1.70e+30,*
2055,J1904-1224,23.291,-8.490,0.750808,7.42e-16,1.331898,118.23,*,*,*,*,5.63,5.63,1.60e+07,6.92e+31,*
2056,J1904-16,19.648,-10.277,1.541000,*,0.648929,150.00,*,*,*,*,9.86,9.86,*,*,*
2057,B1902-01,33.690,-3.551,0.643181,3.05e-15,1.554772,229.13,*,*,*,*,6.91,6.91,3.34e+06,4.53e+32,9.055
2058,J1905+0154A,36.208,-2.201,0.003193,*,313.190897,193.69,ELL1,0.8126,0.5886,He(?)[hrs+07],14.45,4.80,*,*,*
2059,J1905+0400,38.095,-1.289,0.003784,4.91e-21,264.242346,25.69,*,*,*,*,1.33,1.33,1.22e+10,3.57e+33,8.230
2060,J1905+0600,39.838,-0.277,0.441210,1.11e-15,2.266496,730.10,*,*,*,*,18.06,18.06,6.28e+06,5.11e+32,*
2061,J1905+0616,40.069,-0.169,0.989706,1.35e-13,1.010401,256.05,*,*,*,*,5.24,5.24,1.16e+05,5.51e+33,*
2062,B1903+07,40.944,0.065,0.648040,4.94e-15,1.543114,245.34,*,*,*,*,4.98,4.98,2.08e+06,7.17e+32,*
2063,J1905+0902,42.555,1.056,0.218253,3.50e-15,4.581840,433.40,*,*,*,*,9.14,9.14,9.88e+05,1.33e+34,*
2064,J1906+0055,35.410,-2.821,0.002790,*,358.422939,126.90,*,*,*,*,3.30,3.30,*,*,*
2065,J1906+0414,38.478,-1.510,1.043362,1.15e-14,0.958440,349.00,*,*,*,*,9.21,9.21,1.44e+06,3.98e+32,*
2066,B1904+06,40.604,-0.304,0.267275,2.14e-15,3.741465,472.80,*,*,*,*,7.00,9.23,1.98e+06,4.42e+33,6.161
2067,J1906+0649,40.690,-0.152,1.286564,1.52e-16,0.777264,249.00,*,*,*,*,5.07,5.07,1.34e+08,2.82e+30,*
2068,J1906+0722,41.216,0.031,0.111524,3.59e-14,8.966669,*,*,*,*,*,*,*,4.92e+04,1.02e+36,*
2069,J1906+0725,41.188,0.162,1.536510,*,0.650826,480.40,*,*,*,*,9.17,9.17,*,*,*
2070,J1906+0746,41.598,0.147,0.144073,2.03e-14,6.940918,217.75,DD,0.1660,1.4200,NS(?)[vks+15],7.40,4.53,1.13e+05,2.68e+35,*
2071,J1906+0912,42.840,0.884,0.775345,1.32e-16,1.289749,265.00,*,*,*,*,5.63,5.63,9.29e+07,1.12e+31,*
2072,J1906+1854,51.501,5.251,1.019093,2.05e-16,0.981265,156.72,*,*,*,*,11.06,11.06,7.86e+07,7.66e+30,*
2073,J1907+0249,37.306,-2.323,0.351879,1.14e-15,2.841882,261.00,*,*,*,*,7.49,7.49,4.91e+06,1.03e+33,*
2074,J1907+0256,37.319,-2.119,0.618770,*,1.616109,250.40,*,*,*,*,6.68,6.68,*,*,*
2075,J1907+0345,38.075,-1.796,0.240153,8.22e-15,4.164008,311.70,*,*,*,*,8.62,8.62,4.63e+05,2.34e+34,*
